B103 - MONDAY - 2018.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,4,33,57,29,29,29,29,29,6,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B103 - SUNDAY - 2018.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,29,29,29,29,29,25,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,58,77,87,87,87,87,87,87,116,116,70,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,58,58,58,58,57,17,0,0,0,9,29,29,29,29,29,29,29,29,23,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,29,29,29,29,29,29,29,29,16,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,29,29,29,29,35,58,58,58,32,29,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B107 - MONDAY - 2018.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,16,0,0,35,58,23,38,68,82,72,58,58,80,96,101,32,29,29,29,29,7,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,7,13,31,86,49,44,52,125,145,91,115,82,73,67,57,78,93,87,57,44,58,40,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,22,49,61,91,49,109,126,155,181,157,238,261,230,286,250,230,233,189,111,99,114,69,20,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,61,29,32,32,77,46,51,183,266,185,96,138,145,116,88,58,78,58,34,22,15,29,29,29,34,34,4,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,52,29,8,71,226,174,152,202,193,119,99,104,104,133,112,116,58,52,29,18,29,28,29,29,29,8,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,38,30,60,70,88,153,134,159,191,206,150,151,190,180,213,303,208,156,135,249,160,181,192,161,145,136,50,29,21,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,58,58,101,152,200,155,224,261,211,162,178,177,142,121,200,169,142,123,145,122,108,87,61,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,51,29,42,82,125,137,170,341,317,230,142,116,116,88,109,80,88,87,74,23,29,29,34,58,58,30,29,3,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,36,47,47,58,92,138,165,202,329,372,376,305,286,266,191,186,106,111,95,97,29,31,29,17,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,41,68,109,150,120,130,275,361,256,116,118,134,89,57,126,116,116,118,158,170,151,145,136,116,114,116,117,118,32,15,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,115,139,174,188,129,43,63,93,93,136,173,177,203,229,247,203,182,139,145,132,107,86,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,234,328,325,418,769,1141,1286,1349,2235,2557,2032,1524,1555,1608,1481,1430,1502,1360,1214,1036,1063,938,846,692,619,514,429,285,149,139,32,15,0
%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,3%,4%,3%,4%,8%,12%,14%,14%,24%,27%,22%,16%,17%,17%,16%,15%,16%,15%,13%,11%,11%,10%,9%,7%,7%,5%,5%,3%,2%,1%,0%,0%,0%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B107 - TUESDAY - 2018.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,489,386,29,29,29,71,374,366,477,411,40,72,476,399,0,0,0,10,29,8,19,26,15,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,446,432,296,245,223,143,394,368,432,392,137,177,532,324,172,102,4,0,29,29,21,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,0,56,403,380,384,298,286,376,272,306,443,362,131,198,449,431,134,87,59,51,51,63,87,87,87,32,29,29,29,9,0
4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,65,285,256,323,412,409,307,190,227,337,162,5,27,262,302,223,105,8,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,55,86,333,321,563,518,665,561,280,365,543,357,84,81,450,379,118,89,98,49,9,0,8,29,3,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,101,402,373,499,488,569,474,332,394,453,329,48,207,485,391,153,115,121,132,145,145,116,97,24,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,81,228,259,268,222,225,165,290,353,513,328,176,180,434,420,278,176,145,145,71,46,31,29,29,20,6,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,51,42,25,35,280,307,464,276,463,214,319,324,401,344,116,211,400,409,263,177,100,93,116,84,29,58,58,37,11,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,58,110,370,339,554,417,508,340,246,243,360,221,142,225,458,399,233,198,193,174,174,119,87,118,105,71,48,21,10,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,7,90,292,319,554,369,473,416,286,285,377,297,145,195,455,420,215,119,92,87,58,58,58,45,48,58,58,22,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,40,29,77,328,283,134,109,159,184,391,359,431,311,100,161,430,381,129,111,87,87,87,87,84,58,58,58,58,58,58,4,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,175,125,115,119,156,107,178,193,246,152,58,122,279,255,125,67,64,58,85,87,84,87,87,87,87,87,87,36,0
,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,137,210,270,934,4031,3780,4183,3502,4167,3358,3552,3783,5013,3666,1182,1856,5110,4510,2043,1346,971,886,854,726,624,634,514,363,297,217,184,49,0
%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,1%,2%,3%,10%,43%,40%,45%,37%,45%,36%,38%,40%,54%,39%,13%,20%,55%,48%,22%,14%,10%,9%,9%,8%,7%,7%,5%,4%,3%,2%,2%,1%,0%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B107 - WEDNESDAY - 2018.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,14,0,0,9,29,29,29,70,124,64,69,87,69,60,81,0,29,58,43,33,0,0,0,0,2,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,15,52,58,33,47,58,57,180,228,219,343,402,233,115,118,144,200,169,98,63,57,22,0,23,29,29,8,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,0,0,39,112,80,119,240,322,299,293,289,266,219,200,228,174,161,135,88,5,29,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,20,8,29,16,87,87,80,133,230,251,261,277,214,104,105,218,290,347,239,175,88,57,29,29,22,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,29,29,29,29,29,29,29,29,29,29,25,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,20,0,0,33,153,171,123,209,224,195,223,246,117,93,146,158,539,582,286,34,29,29,29,11,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,58,46,42,58,66,87,102,164,245,271,317,262,261,213,93,86,329,663,659,264,174,89,58,73,145,144,127,135,111,87,37,29,22
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,32,55,84,70,163,128,86,132,208,208,195,216,228,159,124,192,141,156,129,118,122,132,220,215,134,75,29,9,13,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,74,106,176,192,177,226,253,252,193,201,149,141,78,107,220,261,278,279,273,262,274,261,259,183,135,116,108,58,58,58
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,46,74,66,139,106,129,189,177,183,190,146,137,72,133,182,231,234,261,233,203,180,119,99,116,92,58,58,51,24,0
12,35,58,54,0,0,0,0,0,0,0,0,0,0,0,10,56,37,58,58,67,137,100,61,96,232,227,216,209,193,120,34,76,107,119,90,58,58,58,57,29,29,29,29,29,29,29,29,2
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,66,47,29,32,29,28,0,0,0,0,46,35,21,0,15,29,29,29,29,29,29,29,29,29,29,29,29,29,29,18,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B107 - THURSDAY - 2018.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,75,432,464,675,533,527,369,326,203,543,481,50,206,553,486,100,30,29,7,0,0,0,0,0,22,58,58,58,2,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,420,429,707,553,532,588,447,369,542,439,81,123,485,345,110,107,98,59,25,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,104,174,414,425,589,481,656,607,399,248,498,439,86,202,476,349,87,69,87,73,58,58,29,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,29,86,273,311,678,477,587,535,423,352,545,390,56,190,453,432,228,139,126,102,116,116,116,113,87,85,58,67,23,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,58,58,58,58,58,45,29,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,74,373,359,508,370,398,167,105,46,428,319,77,57,127,177,203,172,111,58,29,33,37,29,1,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,92,340,352,616,501,498,469,367,314,577,501,102,200,461,400,129,112,144,157,116,116,145,145,128,116,72,25,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,237,305,508,414,462,317,201,153,491,414,177,207,462,394,242,290,290,271,192,172,170,173,195,136,83,7,0,0,0
9,0,0,0,0,0,0,0,0,0,0,6,29,29,29,29,29,50,29,77,300,376,569,467,425,415,206,151,491,376,147,237,346,328,144,99,85,87,64,58,63,58,50,26,20,14,17,13,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,29,29,58,101,390,401,543,397,358,322,122,203,521,396,163,281,435,415,202,187,116,93,130,115,87,100,87,87,87,87,55,29,10
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,25,87,307,328,464,262,250,222,159,185,517,433,104,162,365,355,184,107,87,87,78,85,86,40,58,58,58,58,58,58,25
12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,56,283,329,436,366,277,317,255,149,501,432,174,266,359,316,149,145,145,145,119,90,53,54,58,58,58,44,29,3,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,180,121,131,97,51,27,142,108,54,77,133,130,69,87,87,64,29,29,29,29,29,29,29,29,29,2,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B107 - FRIDAY - 2018.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,0,8,58,88,57,0,0,40,64,43,29,29,29,29,29,29,29,29,1,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,48,130,189,116,147,149,69,99,139,145,108,75,58,21,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,47,58,19,0,0,32,58,67,160,203,218,196,163,71,8,1,84,87,101,88,81,45,43,29,29,3,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,33,37,29,30,26,36,89,142,166,190,170,114,37,43,62,41,29,29,29,29,29,29,29,4,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,58,58,58,58,58,58,54,29,29,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,42,29,29,29,29,50,81,87,86,29,29,96,87,65,58,58,6,0,0,0,0,0,0,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,9,92,115,123,173,133,134,141,156,171,247,227,92,87,92,74,58,64,58,30,16,0,0,0,0,0,0
8,0,0,0,0,11,29,29,29,29,29,29,29,29,29,29,29,47,73,87,87,76,88,39,48,80,40,124,151,117,87,45,106,90,87,69,61,56,22,0,0,0,0,0,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,52,29,35,29,39,58,66,82,138,192,115,81,88,87,110,87,112,90,109,112,89,122,142,116,97,74,58,29,29,9,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,58,58,37,10,1,29,52,82,111,120,127,99,66,145,196,132,116,87,83,58,21,0,0,0,29,29,29,29,7,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,29,78,352,458,447,357,112,33,32,89,138,159,106,0,0,48,58,35,29,29,82,70,8,0,0,0,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,36,58,108,356,401,312,96,71,13,29,71,105,123,139,142,204,121,99,59,29,29,29,29,29,29,29,29,29,29,29,19,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,50,27,0,19,69,149,310,258,88,7,50,58,58,58,56,30,29,29,29,29,29,29,29,10,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B107 - SATURDAY - 2018.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
week,00:00 - 00:29,00:30 - 00:59,01:00 - 01:29,01:30 - 01:59,02:00 - 02:29,02:30 - 02:59,03:00 - 03:29,03:30 - 03:59,04:00 - 04:29,04:30 - 04:59,05:00 - 05:29,05:30 - 05:59,06:00 - 06:29,06:30 - 06:59,07:00 - 07:29,07:30 - 07:59,08:00 - 08:29,08:30 - 08:59,09:00 - 09:29,09:30 - 09:59,10:00 - 10:29,10:30 - 10:59,11:00 - 11:29,11:30 - 11:59,12:00 - 12:29,12:30 - 12:59,13:00 - 13:29,13:30 - 13:59,14:00 - 14:29,14:30 - 14:59,15:00 - 15:29,15:30 - 15:59,16:00 - 16:29,16:30 - 16:59,17:00 - 17:29,17:30 - 17:59,18:00 - 18:29,18:30 - 18:59,19:00 - 19:29,19:30 - 19:59,20:00 - 20:29,20:30 - 20:59,21:00 - 21:29,21:30 - 21:59,22:00 - 22:29,22:30 - 22:59,23:00 - 23:29,23:30 - 23:59
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,29,29,29,29,29,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,68,116,116,116,116,116,116,100,86,39,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,57,58,58,58,58,58,58,58,78,82,79,58,29,29,29,29,29,29,29,29,29,19,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,29,29,29,29,29,11,0,0,0,28,29,29,29,25,0,0,0,0,10,102,63,58,58,58,58,5,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,29,29,29,29,29,29,29,1,0,0,0,0,0,26,29,38,58,58,58,58,32,29,18,0,0,0,0,0,0,0,0,0,0
